Worker ID,Finished,Begin,,End,,Step 1,Step 2,,,,,,,,,Step 3,,,,,,,,,,,,,,,,,Step 4,Step 5,,,Step 6,,,Step 7,,,Step 8,,,Step 9,Step 10,,,Step 11,,,Step 12,,,Step 13,,,Step 14,,,Step 15,,,Step 16,,,Step 17,,,Step 18,,,Step 19,,,Step 20,,,Step 21,,,Step 22,,,Step 23,,,Step 24,,,Step 25,,,Step 26,,,Step 27,,,Step Order
,,Date,Time,Date,Time,Duration,Duration,Results,,,,,,,,Duration,Results,,,,,,,,,,,,,,,,Duration,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,
 
ABKQ4J2P3CADD,Yes,02.07.2018,08:40:41,02.07.2018,08:46:41,3,7,Female,1,25-34 years old,4,America,1,Business,2,14,Paid streaming video services,2,Extremely often,1,No difference,3,Afternoon,2,more than 2 hours but less than 3 hours,4,Documentary,14,Relaxing,3,TV,2,2,10,Poor,2,9,Good,4,10,Excellent,5,11,Excellent,5,2,17,Good,4,24,Bad,1,20,Fair,3,11,Bad,1,16,Good,4,16,Bad,1,12,Poor,2,20,Poor,2,15,Poor,2,17,Poor,2,19,Fair,3,11,Good,4,24,Bad,1,15,Poor,2,14,Good,4,14,Good,4,16,Bad,1,11,Fair,3,1 2 3 4 5 6 7 8 9 21 13 15 16 25 10 14 22 27 20 24 19 26 18 12 11 17 23 28 
ABL3H3O3BI8ZD,Yes,02.07.2018,08:38:53,02.07.2018,08:55:14,504,7,Male,2,25-34 years old,4,America,1,Healthcare and medicine,6,12,Free streaming video services,1,Very often,2,No difference,3,Afternoon,2,more than 1 hour but less than 2 hours,3,Drama,4,Going to sleep,5,Phone,4,31,25,Good,4,17,Good,4,22,Excellent,5,97,Fair,3,2,39,Good,4,11,Excellent,5,14,Excellent,5,13,Excellent,5,23,Poor,2,14,Good,4,15,Excellent,5,10,Excellent,5,11,Good,4,11,Excellent,5,11,Good,4,12,Excellent,5,9,Good,4,14,Good,4,19,Excellent,5,16,Good,4,13,Excellent,5,9,Excellent,5,1 2 3 4 5 6 8 7 9 13 21 25 27 12 11 23 24 18 16 14 26 15 10 19 20 22 17 28 
AHKRGPN5D3I2G,Yes,02.07.2018,08:13:58,02.07.2018,08:23:44,9,8,Male,2,25-34 years old,4,America,1,Arts and entertainment,1,25,Paid streaming video services,2,Extremely often,1,No difference,3,Afternoon,2,more than 2 hours but less than 3 hours,4,Action/adventure,11,Surfing in the web,1,TV,2,10,15,Fair,3,17,Good,4,20,Excellent,5,14,Good,4,4,17,Good,4,12,Bad,1,24,Good,4,43,Poor,2,15,Excellent,5,18,Bad,1,13,Poor,2,21,Fair,3,13,Fair,3,15,Fair,3,18,Poor,2,14,Excellent,5,20,Poor,2,19,Fair,3,26,Good,4,26,Excellent,5,21,Poor,2,129,Fair,3,1 2 3 4 5 6 7 8 9 11 16 20 24 17 12 13 23 27 22 10 19 18 26 14 25 21 15 28 
AJ7MWBQFNH3E4,Yes,02.07.2018,08:39:28,02.07.2018,08:44:54,5,9,Female,1,25-34 years old,4,America,1,Other field,10,14,Paid streaming video services,2,Slightly often,4,No difference,3,Afternoon,2,30 minutes or less,1,Musical,10,Relaxing,3,Phone,4,6,11,Fair,3,12,Good,4,12,Good,4,11,Good,4,2,11,Fair,3,11,Bad,1,12,Good,4,10,Poor,2,13,Excellent,5,25,Fair,3,13,Poor,2,12,Fair,3,11,Good,4,13,Fair,3,18,Poor,2,22,Excellent,5,11,Poor,2,11,Fair,3,12,Good,4,13,Good,4,12,Fair,3,14,Good,4,1 2 3 4 6 7 5 8 9 19 24 21 12 15 14 27 16 17 20 22 18 10 11 13 26 25 23 28 
AKWIRTRUXO6R5,Yes,02.07.2018,08:13:25,02.07.2018,08:21:51,8,15,Male,2,35-44 years old,5,America,1,Business,2,66,Free streaming video services,1,Slightly often,4,On weekends,2,Afternoon,2,more than 30 minutes but less than an hour,2,Horror,13,Relaxing,3,Laptop,3,25,21,Good,4,17,Good,4,17,Excellent,5,17,Excellent,5,4,28,Excellent,5,16,Poor,2,16,Excellent,5,16,Poor,2,16,Excellent,5,14,Poor,2,16,Fair,3,14,Good,4,15,Good,4,17,Excellent,5,18,Good,4,26,Good,4,13,Poor,2,18,Good,4,17,Excellent,5,20,Excellent,5,18,Fair,3,18,Fair,3,1 2 3 4 5 8 6 7 9 26 21 20 12 19 10 11 17 13 15 25 23 24 14 22 16 18 27 28 
AKZ8SFOAI4RZN,Yes,02.07.2018,08:14:11,02.07.2018,08:20:11,6,9,Male,2,25-34 years old,4,America,1,Science and technology,5,61,Free streaming video services,1,Moderately often,3,On weekends,2,Afternoon,2,more than 1 hour but less than 2 hours,3,Science-Fiction,3,Relaxing,3,Laptop,3,21,12,Fair,3,10,Good,4,14,Excellent,5,12,Excellent,5,3,10,Excellent,5,10,Poor,2,10,Good,4,12,Poor,2,10,Excellent,5,11,Bad,1,11,Poor,2,11,Good,4,21,Excellent,5,11,Good,4,11,Good,4,12,Excellent,5,10,Fair,3,11,Good,4,11,Good,4,15,Good,4,11,Poor,2,14,Fair,3,1 2 3 4 5 7 6 8 9 13 26 17 19 15 11 14 25 24 22 21 12 18 23 10 27 20 16 28 
ALQPGVQZEZSUE,Yes,02.07.2018,08:14:02,02.07.2018,08:21:25,8,35,Male,2,35-44 years old,5,America,1,Other field,10,94,Free streaming video services,1,Very often,2,No difference,3,Afternoon,2,more than 1 hour but less than 2 hours,3,Coemdy,6,Surfing in the web,1,Laptop,3,22,12,Poor,2,33,Good,4,11,Excellent,5,12,Excellent,5,3,15,Good,4,12,Bad,1,13,Good,4,12,Poor,2,11,Good,4,12,Bad,1,12,Poor,2,13,Fair,3,10,Fair,3,11,Fair,3,13,Fair,3,11,Good,4,11,Poor,2,12,Fair,3,12,Good,4,11,Good,4,11,Fair,3,11,Fair,3,1 2 3 4 6 5 8 7 9 13 24 12 11 22 17 26 10 16 20 18 21 23 27 19 14 15 25 28 
AM8OWAW9TUVLN,Yes,02.07.2018,08:32:12,02.07.2018,08:49:28,3,6,Male,2,25-34 years old,4,America,1,Arts and entertainment,1,22,Free streaming video services,1,Very often,2,No difference,3,Afternoon,2,more than 2 hours but less than 3 hours,4,Coemdy,6,Relaxing,3,Laptop,3,28,14,Good,4,23,Good,4,13,Excellent,5,38,Excellent,5,4,11,Good,4,27,Bad,1,273,Good,4,26,Fair,3,246,Good,4,25,Bad,1,13,Bad,1,10,Bad,1,10,Fair,3,32,Poor,2,56,Bad,1,15,Excellent,5,11,Bad,1,14,Fair,3,39,Good,4,54,Good,4,12,Bad,1,11,Fair,3,1 2 3 4 8 5 6 7 9 14 19 10 23 12 16 17 22 20 18 15 25 13 24 21 26 27 11 28 
APGX2WZ59OWDN,Yes,02.07.2018,08:13:33,02.07.2018,08:19:08,25,37,Female,1,18-24 years old,3,America,1,Business,2,24,Paid streaming video services,2,Very often,2,On weekends,2,Afternoon,2,more than 1 hour but less than 2 hours,3,Coemdy,6,Surfing in the web,1,Laptop,3,11,10,Good,4,10,Fair,3,11,Excellent,5,10,Excellent,5,2,12,Good,4,10,Bad,1,14,Good,4,10,Poor,2,10,Excellent,5,11,Bad,1,11,Bad,1,11,Fair,3,11,Fair,3,10,Poor,2,11,Fair,3,11,Excellent,5,10,Poor,2,10,Fair,3,11,Good,4,11,Good,4,11,Poor,2,10,Fair,3,1 2 3 4 8 5 7 6 9 17 20 26 24 22 15 12 13 25 18 11 16 27 23 21 10 19 14 28 
AR53U0N9NJ5XR,Yes,02.07.2018,08:38:06,02.07.2018,08:45:25,5,33,Female,1,35-44 years old,5,America,1,Unemployed,9,22,Paid streaming video services,2,Extremely often,1,No difference,3,Afternoon,2,more than 2 hours but less than 3 hours,4,Drama,4,Relaxing,3,Phone,4,5,13,Poor,2,23,Fair,3,11,Good,4,12,Excellent,5,3,11,Fair,3,16,Bad,1,16,Good,4,20,Bad,1,45,Good,4,19,Bad,1,12,Poor,2,17,Fair,3,10,Fair,3,27,Fair,3,20,Fair,3,13,Good,4,20,Bad,1,11,Fair,3,13,Fair,3,15,Good,4,13,Bad,1,14,Poor,2,1 2 3 4 8 7 6 5 9 19 26 11 16 13 14 24 10 27 17 25 20 18 12 22 21 15 23 28 
AR8C8789URZP6,Yes,02.07.2018,08:23:02,02.07.2018,08:35:30,19,39,Male,2,18-24 years old,3,America,1,Service,7,104,Paid streaming video services,2,Very often,2,On weekends,2,Afternoon,2,more than 1 hour but less than 2 hours,3,Coemdy,6,Relaxing,3,Laptop,3,13,16,Good,4,22,Good,4,27,Good,4,20,Excellent,5,10,27,Excellent,5,32,Excellent,5,26,Excellent,5,20,Fair,3,47,Excellent,5,33,Good,4,21,Excellent,5,19,Good,4,24,Excellent,5,19,Excellent,5,33,Excellent,5,44,Good,4,22,Fair,3,26,Good,4,19,Excellent,5,23,Excellent,5,22,Excellent,5,21,Excellent,5,1 2 3 4 7 6 8 5 9 22 13 17 14 16 23 25 26 21 27 20 18 11 12 15 24 19 10 28 
ASAAL9165IX44,No,02.07.2018,08:20:30,02.07.2018,08:22:11,4,14,Male,2,25-34 years old,4,America,1,Other field,10,53,Free streaming video services,1,Very often,2,During the week,1,Afternoon,2,more than 2 hours but less than 3 hours,4,Action/adventure,11,Going to sleep,5,TV,2,3,,,,13,Excellent,5,14,Good,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 2 3 4 6 7 8 5 9 12 19 22 20 26 24 27 13 16 17 25 10 18 15 14 23 11 21 28 
AU2RMH9IZP60M,Yes,02.07.2018,08:13:22,02.07.2018,08:20:33,20,13,Male,2,25-34 years old,4,America,1,Science and technology,5,52,Free streaming video services,1,Extremely often,1,On weekends,2,Afternoon,2,more than 1 hour but less than 2 hours,3,Coemdy,6,Relaxing,3,Tablet,1,14,18,Good,4,12,Good,4,12,Excellent,5,24,Excellent,5,2,16,Excellent,5,21,Bad,1,20,Excellent,5,11,Poor,2,14,Excellent,5,10,Bad,1,16,Poor,2,10,Fair,3,10,Good,4,46,Fair,3,11,Good,4,11,Excellent,5,15,Fair,3,11,Fair,3,11,Good,4,10,Excellent,5,11,Fair,3,10,Fair,3,1 2 3 4 5 6 8 7 9 22 26 16 23 13 14 11 20 15 19 27 18 17 24 10 25 12 21 28 
AU849EHZNGV2Z,Yes,02.07.2018,08:13:38,02.07.2018,08:21:02,9,28,Male,2,25-34 years old,4,America,1,Science and technology,5,89,Paid streaming video services,2,Very often,2,No difference,3,Afternoon,2,more than 1 hour but less than 2 hours,3,I don't know,16,Relaxing,3,TV,2,14,16,Fair,3,20,Fair,3,13,Excellent,5,20,Excellent,5,4,16,Fair,3,13,Poor,2,12,Excellent,5,12,Fair,3,12,Good,4,12,Poor,2,13,Fair,3,15,Good,4,13,Good,4,13,Good,4,12,Good,4,13,Excellent,5,13,Fair,3,11,Excellent,5,13,Good,4,12,Excellent,5,12,Fair,3,14,Good,4,1 2 3 4 8 6 5 7 9 12 10 18 22 24 16 27 21 13 14 19 20 11 15 25 17 23 26 28 
AV980AVXXFSMA,Yes,02.07.2018,08:13:31,02.07.2018,08:21:53,5,13,Male,2,18-24 years old,3,America,1,Science and technology,5,34,Paid streaming video services,2,Extremely often,1,No difference,3,Afternoon,2,more than 2 hours but less than 3 hours,4,Drama,4,Relaxing,3,TV,2,59,13,Excellent,5,13,Excellent,5,17,Good,4,12,Good,4,4,17,Excellent,5,15,Poor,2,15,Excellent,5,45,Poor,2,21,Excellent,5,15,Poor,2,17,Fair,3,14,Good,4,15,Good,4,12,Fair,3,11,Good,4,50,Excellent,5,17,Poor,2,15,Good,4,14,Excellent,5,12,Excellent,5,14,Fair,3,13,Fair,3,1 2 3 4 7 6 8 5 9 14 21 15 19 13 22 11 25 23 26 17 20 10 18 12 27 16 24 28 
AVJUIF9QHQRY8,Yes,02.07.2018,08:13:36,02.07.2018,08:21:13,27,9,Female,1,25-34 years old,4,America,1,Science and technology,5,35,Paid streaming video services,2,Moderately often,3,On weekends,2,Afternoon,2,more than 1 hour but less than 2 hours,3,Sports,1,Surfing in the web,1,Laptop,3,8,12,Fair,3,32,Good,4,16,Excellent,5,15,Good,4,9,17,Excellent,5,13,Poor,2,24,Good,4,12,Fair,3,14,Good,4,12,Poor,2,14,Fair,3,13,Good,4,21,Good,4,16,Good,4,23,Good,4,10,Excellent,5,19,Fair,3,13,Fair,3,13,Good,4,14,Excellent,5,35,Fair,3,11,Good,4,1 2 3 4 8 6 7 5 9 26 12 24 17 11 15 14 23 13 16 20 18 27 19 10 21 25 22 28 
AWXIEV9H6KT9E,Yes,02.07.2018,08:20:31,02.07.2018,08:30:18,17,9,Female,1,25-34 years old,4,Africa,3,Arts and entertainment,1,38,Paid streaming video services,2,Moderately often,3,During the week,1,Afternoon,2,more than 1 hour but less than 2 hours,3,Coemdy,6,Surfing in the web,1,Laptop,3,3,13,Good,4,20,Good,4,21,Good,4,97,Good,4,3,50,Excellent,5,11,Poor,2,126,Good,4,10,Poor,2,11,Excellent,5,12,Poor,2,12,Fair,3,10,Good,4,10,Excellent,5,11,Good,4,16,Good,4,11,Excellent,5,12,Poor,2,11,Fair,3,11,Excellent,5,17,Good,4,12,Poor,2,13,Good,4,1 2 3 4 6 7 8 5 9 12 22 25 16 15 21 20 23 18 19 10 13 14 11 26 27 24 17 28 
AX06ZUCRNSGB3,Yes,02.07.2018,08:22:03,02.07.2018,08:27:45,7,11,Female,1,18-24 years old,3,America,1,Other field,10,30,Paid streaming video services,2,Moderately often,3,No difference,3,Afternoon,2,more than 2 hours but less than 3 hours,4,Thriller,8,Relaxing,3,TV,2,9,12,Good,4,13,Excellent,5,17,Good,4,15,Good,4,4,14,Good,4,11,Bad,1,12,Good,4,11,Poor,2,11,Good,4,11,Bad,1,12,Bad,1,16,Fair,3,11,Fair,3,12,Good,4,14,Excellent,5,16,Good,4,12,Poor,2,13,Fair,3,12,Fair,3,14,Good,4,10,Poor,2,12,Fair,3,1 2 3 4 7 8 6 5 9 22 20 21 17 10 25 12 11 24 26 18 23 13 27 19 14 15 16 28 
